Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372205/O372205_bguw.png,1760.0,"Bøk, Silke","Skoren og forgylta bøk, med polstring av silkedamask",https://collections.vam.ac.uk/item/O372205/,O372205,London,Unknown,1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372205.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2012FR9317/full/full/0/default.jpg,,,,,,70.0,1760-1765,74.0,96.5,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O128816/O128816_bguw.png,1765.0,"Bøk, Fløyel, Furu, Jern, Nøttetre","Nøttetre, skore og forgylte, med fornya gesso og forgylling, med moderne polstring inkludert grøne fløyelstrekk og metalltrådflette. Dei lause polstringsrammene er av furu, bøk og poppel, festa med skrueauge av jern",https://collections.vam.ac.uk/item/O128816/,O128816,Paris,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O128816/O128816.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2010EC8044/full/full/0/default.jpg,,,,,"Polstring, Skjæring, Skruing",68.8,ca. 1765,80.0,36.7,,1700-talet
"Settee (Hill, Henry (of Marlborough))",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O60670/O60670_bguw.png,1740.0,"Ask, Eik, Nøttetre","Massivt nøttetre og masurnøttrefinér på eik og ask, med grunn skjering i finéren",https://collections.vam.ac.uk/item/O60670/,O60670,Marlborough,"Hill, Henry (of Marlborough)",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O60670/O60670.glb,0.0,,"https://framemark.vam.ac.uk/collections/2006AC5747/full/!800,800/0/default.jpg",,,,,"Finering, Skjæring",107.3,ca. 1740,65.1,71.0,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O55186/O55186_bguw.png,1810.0,"Bøk, Rotting","Bøk, japannert og forgylta, med sete av flettverk",https://collections.vam.ac.uk/item/O55186/,O55186,England,unknown,1820.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O55186.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2017JU5222/full/full/0/default.jpg,,,,,,59.5,1810-1820,54.0,41.5,,1800-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O370413/O370413_bguw.png,1750.0,"Eik, Strå","[AI] Eik med skåret og gjennombrutt ryggbrett, flettet sete av strå.",https://collections.vam.ac.uk/item/O370413/,O370413,England,Unknown,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O370413.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KW9991/full/full/0/default.jpg,,,,,,0.0,1750-1770,0.0,95.0,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O158239/O158239_bguw.png,1680.0,"Nøttetre, Rotting","Nøttetre, dreidd og skore, med spanskrøyra sete og ryggpanel. Rygg- og seteskinner er truleg utskifta. Nye pluggar i samanføyingane der beina møter dei nedre tverrstykka. Skrureparasjonar på framre høgre og bakre venstre fot. Høgre arm er limd på nytt inn i den bakre oppstolpen. Venstre stolpe i ryggpanelet har",https://collections.vam.ac.uk/item/O158239/,O158239,London,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O158239.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2014HB8392/full/full/0/default.jpg,,,,,"Dreiing, Fletting, Skjæring",60.5,1680-1700,66.0,40.0,,1600-talet
Armchair (Unknown),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O134653/O134653_bguw.png,1650.0,"Filt, Fløyel, Nøttetre","Nøttetre, skore og samanføygde, med brodert fløyel og applikert filt",https://collections.vam.ac.uk/item/O134653/,O134653,Spain,Unknown,1650.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O134653/O134653.glb,0.0,Spania,https://framemark.vam.ac.uk/collections/2011EU2483/full/full/0/default.jpg,,,,,"Samanføying, Skjæring",60.0,1650,41.0,125.0,,1600-talet
"Bergère (Wyatt, Benjamin Dean)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O79037/O79037_bguw.png,1823.0,"Tekstil, Tre","Astronium fraxinifolium (òg kjent som Gonzalo Alves, zebratre eller grenadill), med skorne og forgylte motiv. Erstatningspolstring",https://collections.vam.ac.uk/item/O79037/,O79037,London,"Wyatt, Benjamin Dean",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O79037.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AM8684/full/full/0/default.jpg,,,,,"Polstring, Skjæring",64.0,1823,78.0,95.0,,1800-talet
"Armchair (Sené, Jean-Baptiste-Claude)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O129658/O129658_bguw.png,1785.0,"Nøttetre, Silke","Valnøtt, skoren og måla, polstra i silke",https://collections.vam.ac.uk/item/O129658/,O129658,Paris,"Sené, Jean-Baptiste-Claude",1790.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O129658/O129658.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2011FB6301/full/full/0/default.jpg,,,,,,63.0,ca. 1785-ca. 1790,63.0,91.5,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371929/O371929_bguw.png,1850.0,"Mahogni, Tekstil","Skoren mahogni, polstra sete.",https://collections.vam.ac.uk/item/O371929/,O371929,England,Unknown,1870.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O371929.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2011FA1767/full/full/0/default.jpg,,,,,,0.0,1850-1870,0.0,134.0,,1800-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368607/O368607_bguw.png,1860.0,"Lær, Palisander","Skore rosentre, setet av bartre, med panel av stempla lær",https://collections.vam.ac.uk/item/O368607/,O368607,Portugal,unknown,1900.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368607.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AT7751/full/full/0/default.jpg,,,,,,0.0,1860-1900,0.0,118.0,,1800-talet
"Armchair (Brown, Ford Madox)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O170974/O170974_bguw.png,1870.0,"Bøk, Maling, Strå",[AI] Svartmalt og dreid bøk med sete i flettet strå.,https://collections.vam.ac.uk/item/O170974/,O170974,London,"Brown, Ford Madox",1900.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O170974.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2014GW1188/full/full/0/default.jpg,,,,,,52.5,1870-1900,51.0,89.0,,1800-talet
Armchair (Unknown),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O167593/O167593_bguw.png,1593.0,"Eik, Maling","[AI] Mørkmalt eik med skåret og profilert dekor, dreide forbein og armlenestøtter.",https://collections.vam.ac.uk/item/O167593/,O167593,Aberdeen,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O167593.glb,0.0,,https://framemark.vam.ac.uk/collections/2015HV5349/full/full/0/default.jpg,,,,,,65.0,1593,54.0,38.5,,1600-talet
Model B64,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371978/O371978_bguw.png,1928.0,"Metall, Tre",ebonised bentwood and chromium-plated metal,https://collections.vam.ac.uk/item/O371978/,O371978,United Kingdom,"Breuer, Marcel Lajos",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O371978.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JA8970/full/full/0/default.jpg,,,,,,59.3,1928,59.0,80.0,,1900-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O371889/O371889_bguw.png,1785.0,"Fløyel, Mahogni","Skoren mahogni, polstra med fløyel",https://collections.vam.ac.uk/item/O371889/,O371889,England,unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O371889.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2014GX1546/full/full/0/default.jpg,,,,,,61.0,c. 1785,50.8,95.9,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O52823/O52823_bguw.png,1760.0,"Mahogni, Tekstil",Skoren mahogni. Broderiet er gjenbrukt på denne stolen,https://collections.vam.ac.uk/item/O52823/,O52823,England,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O52823/O52823.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AM0994/full/!800,800/0/default.jpg",,,,,"Polstring, Skjæring",67.31,ca. 1760,54.61,110.49,,1700-talet
Pair of chairs (Pel),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O322047/O322047_bguw.png,1930.0,"Maling, Stålrør, Tekstil","[AI] Helpolstret stol trukket med mønstret tekstil, understell av hvitmalt stålrør.",https://collections.vam.ac.uk/item/O322047/,O322047,England,Pel,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O322047.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JA4707/full/full/0/default.jpg,,,,,,57.2,ca. 1930,52.1,66.0,,1900-talet
How High the Moon,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O58651/O58651_bguw.png,1986.0,"Metall, Stål",Perforert sink og stålmesh,https://collections.vam.ac.uk/item/O58651/,O58651,Basel (Switzerland),"Kuramata, Shiro",1987.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O58651/O58651.glb,0.0,,"https://framemark.vam.ac.uk/collections/2008BT7451/full/!800,800/0/default.jpg",,,,,,95.4,1986-1987,81.5,75.2,,1900-talet
High chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O120525/O120525_bguw.png,1650.0,Eik,"Samanføygd, skoren og dreidd eik",https://collections.vam.ac.uk/item/O120525/,O120525,England,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O120525/O120525.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2013GV1000/full/!800,800/0/default.jpg",,,,,"Dreiing, Samanføying, Skjæring",50.0,1650-1700,50.0,58.8,,1600-talet
"Armchair (Kinsarvik, Lars)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O49613/O49613_bguw.png,1900.0,Furu,Skoren og måla furu,https://collections.vam.ac.uk/item/O49613/,O49613,Norway,"Kinsarvik, Lars",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O49613/O49613.glb,0.0,Noreg,"https://framemark.vam.ac.uk/collections/2006AW1003/full/!800,800/0/default.jpg",,,,,,55.9,ca. 1900,54.0,94.0,,1900-talet
"Armchair (Kinsarvik, Lars)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O86699/O86699_bguw.png,1900.0,Furu,Skoren og måla furu,https://collections.vam.ac.uk/item/O86699/,O86699,Norway,"Kinsarvik, Lars",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O86699.glb,0.0,Noreg,https://framemark.vam.ac.uk/collections/2006AW0984/full/full/0/default.jpg,,,,,,54.0,ca. 1900,74.2,87.5,,1900-talet
Armchair (Jacob-Desmalter),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O59255/O59255_bguw.png,1803.0,"Bøk, Tekstil","Bøk, skoren og forgylta, med polstring trekt i kunstsilkedamask",https://collections.vam.ac.uk/item/O59255/,O59255,Paris,Jacob-Desmalter,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O59255/O59255.glb,0.0,Frankrike,"https://framemark.vam.ac.uk/collections/2006AF6510/full/!800,800/0/default.jpg",,,,,"Damask, Polstring, Skjæring",60.5,1803-13,60.0,92.5,,1800-talet
"Armchair (Gimson, Ernest William)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O15900/O15900_bguw.png,1892.0,"Ask, Strå","Ask, dreid på stavdreiebenk, med splitar av kløyvd ask; erstatta sivsete",https://collections.vam.ac.uk/item/O15900/,O15900,Gloucestershire,"Gimson, Ernest William",1904.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O15900.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AP2988/full/full/0/default.jpg,,,,,"Dreiing, Fletting",55.8,1892-1904,48.2,125.7,,1800-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O129652/O129652_bguw.png,1630.0,"Eik, Jern","Dreidd og skoren eik, med seinare forsterkingsband av smidd jern",https://collections.vam.ac.uk/item/O129652/,O129652,France,ukjent,1660.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O129652/O129652.glb,0.0,Frankrike,"https://framemark.vam.ac.uk/collections/2009CR2710/full/!800,800/0/default.jpg",,,,,"Dreiing, Skjæring",60.5,ca. 1630-1660,37.0,60.7,,1600-talet
N118,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O181055/O181055_bguw.png,1984.0,"Bjørk, Kryssfiner, Ull","Bent birchwood, plywood and woollen fabric",https://collections.vam.ac.uk/item/O181055/,O181055,Finland,Artek,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O181055.glb,0.0,Finland,https://framemark.vam.ac.uk/collections/2006BG0721/full/full/0/default.jpg,,,,,,0.0,1984,0.0,70.0,,1900-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O138120/O138120_bguw.png,1640.0,Eik,"Eik med innfelt panel og dekor, truleg av kristtorn og myreik",https://collections.vam.ac.uk/item/O138120/,O138120,England,Unknown,1670.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O138120/O138120.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2011EN2162/full/full/0/default.jpg,,,,,Innfelling,66.5,1640-1670,58.5,121.0,,1600-talet
BA3A,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O134356/O134356_bguw.png,1945.0,"Aluminium, Tekstil",Pressestøypt aluminium; polstra,https://collections.vam.ac.uk/item/O134356/,O134356,London,"Race, Ernest",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O134356/O134356.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2015HN9586/full/!800,800/0/default.jpg",,,,,,61.0,1945,48.0,47.8,,1900-talet
"Armchair (Pugin, Augustus Charles)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O53108/O53108_bguw.png,1823.0,"Mahogni, Tekstil","Forgylt mahogni, med moderne polstring basert på originalen",https://collections.vam.ac.uk/item/O53108/,O53108,Lancaster,"Pugin, Augustus Charles",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O53108/O53108.glb,0.0,,"https://framemark.vam.ac.uk/collections/2006AL2553/full/!800,800/0/default.jpg",,,,,Polstring,63.5,ca. 1823,66.0,94.0,,1800-talet
"Armchair (Punnett, E. G.)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O118872/O118872_bguw.png,1901.0,"Eik, Ibenholt, Nøttetre, Strå",Eik og valnøtt med sivpanel og innlegg av ibenholt,https://collections.vam.ac.uk/item/O118872/,O118872,High Wycombe,"Punnett, E. G.",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O118872/O118872.glb,0.0,,https://framemark.vam.ac.uk/collections/2006BA1188/full/full/0/default.jpg,,,,,,71.0,1901,48.0,86.0,,1900-talet
Armchair (Jacob-Desmalter),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O74821/O74821_bguw.png,1805.0,"Bøk, Mahogni, Tekstil","Mahogni, med siselerte og forgylte beslag, setesargar i bøk, og moderne polstring",https://collections.vam.ac.uk/item/O74821/,O74821,Paris,Jacob-Desmalter,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O74821.glb,0.0,Frankrike,https://framemark.vam.ac.uk/collections/2015HU5333/full/full/0/default.jpg,,,,,,0.0,ca. 1805,0.0,95.5,,1800-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O59309/O59309_bguw.png,1790.0,"Bronse, Hestetagl, Mahogni","Skoren og finert mahogni, med forgylte bronsebeslag; setet polstra i hestetagl",https://collections.vam.ac.uk/item/O59309/,O59309,Madrid,Unknown,1800.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O59309.glb,0.0,,https://framemark.vam.ac.uk/collections/2006BD2060/full/full/0/default.jpg,,,,,,57.0,1790-1800,47.6,102.5,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O370415/O370415_bguw.png,1790.0,"Bøk, Tekstil","Bøk, med måla dekor og polstra sete",https://collections.vam.ac.uk/item/O370415/,O370415,Great Britain,unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O370415.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2017JU0626/full/full/0/default.jpg,,,,,,58.5,c. 1790,54.0,85.0,,1700-talet
"Armchair (Seddon, Sons & Shackleton)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O368895/O368895_bguw.png,1790.0,"Rotting, Tre",Satintre med polykrom måla dekor; setet er fletta,https://collections.vam.ac.uk/item/O368895/,O368895,England,"Seddon, Sons & Shackleton",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368895.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KW9978/full/full/0/default.jpg,,,,,,53.0,1790,0.0,95.3,,1700-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131682/O131682_bguw.png,1650.0,"Eik, Løvtre, Voks","[AI] Skåret, profilert og dreid eik med innlagt dekor i kontrasterende løvtre, vokset overflate.",https://collections.vam.ac.uk/item/O131682/,O131682,Yorkshire,Unknown,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O131682/O131682.glb,0.0,,https://framemark.vam.ac.uk/collections/2006BF2860/full/full/0/default.jpg,,,,,,63.0,1650-1700,66.0,47.0,,1600-talet
Armchair (Wright & Mansfield),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O61208/O61208_bguw.png,1886.0,"Rotting, Tre","Måla tre, med erstatta fletta sete",https://collections.vam.ac.uk/item/O61208/,O61208,London,Wright & Mansfield,1887.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O61208.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AM5490/full/full/0/default.jpg,,,,,,52.1,1886-1887,54.0,97.3,,1800-talet
"Armchair (Heal, Ambrose (Sir))",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O144038/O144038_bguw.png,1922.0,Nøttetre,Engelsk valnøtt,https://collections.vam.ac.uk/item/O144038/,O144038,London,"Heal, Ambrose (Sir)",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O144038/O144038.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006BH6011/full/full/0/default.jpg,,,,,,58.5,ca. 1922,53.0,102.0,,1900-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O172488/O172488_bguw.png,1670.0,"Nøttetre, Rotting","Lenestol av dreidd valnøtt, med sete- og ryggpanel i flettverk",https://collections.vam.ac.uk/item/O172488/,O172488,England,ukjent,1680.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O172488.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2017KB3139/full/full/0/default.jpg,,,,,,64.8,1670-1680,47.0,45.0,,1600-talet
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O110055/O110055_bguw.png,1690.0,"Buksbom, Nøttetre, Silke","Skoren buksbom og nøttetre. Polstringa er moderne, med silketøy",https://collections.vam.ac.uk/item/O110055/,O110055,Venice,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O110055/O110055.glb,0.0,Italia,"https://framemark.vam.ac.uk/collections/2012FT6060/full/!800,800/0/default.jpg",,,,,"Polstring, Skjæring",79.5,1690-1700,62.0,60.0,,1600-talet
"Armchair (Russell, R.D.)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/O372091/O372091_bguw.png,1933.0,"Eik, Lin, Ull","Eik, truleg polstra i ull og lin",https://collections.vam.ac.uk/item/O372091/,O372091,England,"Russell, R.D.",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O372091.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JA4726/full/full/0/default.jpg,,,,,,56.0,ca. 1933,50.8,72.5,,1900-talet
