Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår,Sphericity (mesh),Fill-ratio (mesh),Inertia-ratio (mesh),"Kompleksitet (mesh, log10 v/a)",Konveks hylster-volum (m³)
Windsor armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O141879_bguw.png,1765.0,"Mahogni, Tre","Barlind (armlene, bein og ryggspile) og mahogni eller valnøtt (sete), skoren og bøygd, med dreidde bakbein",https://collections.vam.ac.uk/item/O141879/,O141879,England,ukjent,1765.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O141879.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2016JL3146/full/!800,800/0/default.jpg",,,,Nyklassisisme,,58.0,1765,43.0,99.0,Armstol,1700-talet,0.8122472355789316,0.5974669800748769,0.4252008823723751,5.289083883293932,0.15614839321981
Windsor armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O141880_bguw.png,1760.0,Tre,"Barlind, kirsebær og alm, skoren og bøygd, med dreidde bakbein og strekkjarar",https://collections.vam.ac.uk/item/O141880/,O141880,Great Britain,Unknown,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O141880.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JL3147/full/full/0/default.jpg,,,,Nyklassisisme,,58.0,1760-1775,43.0,104.0,Armstol,1700-talet,0.8351575179923624,0.6393115040613679,0.559008564072677,5.25308850541342,0.2406414391206681
Windsor armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O141881_bguw.png,1760.0,Tre,"Yew and elm, carved and turned",https://collections.vam.ac.uk/item/O141881/,O141881,East Anglia,Unknown,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O141881.glb,0.0,,https://framemark.vam.ac.uk/collections/2014HD2101/full/full/0/default.jpg,,,,Nyklassisisme,,58.5,1760-1770,51.0,100.0,Armstol,1700-talet,0.8378308484821037,0.6453811563336327,0.5292003010491252,5.280036664386663,0.2039954015322473
Windsor armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O141907_bguw.png,1720.0,"Alm, Tre","Barlind og alm, skore, bøygde og dreidde",https://collections.vam.ac.uk/item/O141907/,O141907,Great Britain,Unknown,1750.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O141907.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JP6321/full/full/0/default.jpg,,,,Rokokko,"Bøygd, Dreiing, Skjæring",56.0,1720-1750,42.5,93.0,Armstol,1700-talet,0.8136270809285684,0.699991878598146,0.485187524482657,5.334066144939508,0.1696762208614657
"Windsor armchair (Hewett, Richard)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O141954_bguw.png,1770.0,"Alm, Bøk, Mahogni, Nøttetre","Almesete forma med øks; bøkespiler forma med trekkekniv, bøketøylsten skoren; mahognisplaten skoren; armbogen av valnøtt forma med trekkekniv og dampbøygd; bøkebein dreidde og skorne",https://collections.vam.ac.uk/item/O141954/,O141954,Slough,"Hewett, Richard",1780.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O141954.glb,0.0,,https://framemark.vam.ac.uk/collections/2006BF4219/full/full/0/default.jpg,,,,Nyklassisisme,,61.0,1770-1780,59.0,113.0,Armstol,1700-talet,0.7947785004613531,0.6452915468295565,0.4276134006166815,5.166916925441571,0.2600550498853096
Armchair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O142142_bguw.png,1950.0,"Glasfiber, Gummi, Metall, Polyester, Tre","Støypt polyester med glasfiber, tre, metall, metallsvivemekanisme, gummidemperar",https://collections.vam.ac.uk/item/O142142/,O142142,Los Angeles,"Eames, Charles",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O142142.glb,0.0,Anna,"https://framemark.vam.ac.uk/collections/2007BR4194/full/!800,800/0/default.jpg",,,,Midtjahrhundre modernisme,Støyping,63.0,1950,55.0,79.7,Armstol,1900-talet,0.8565393145226328,0.5304800014050342,0.5640811344306933,4.69805843037163,2.093805970669821
Pogo,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O142231_bguw.png,1956.0,"Plast, Stål",Stålrøyr med Perspex-panel,https://collections.vam.ac.uk/item/O142231/,O142231,Essex,"Smithson, Peter",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O142231.glb,0.0,,https://framemark.vam.ac.uk/collections/2007BR3570/full/full/0/default.jpg,,,,Modernisme / Midtjahrhundre,,71.1,1956,44.4,89.8,Stol,1900-talet,0.7545825458886374,0.5397194513236755,0.2954126175673298,5.371785314073907,0.0694960625594341
Lilla m,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O1426846_bguw.png,1990.0,"Bjørk, Kryssfiner","Compression-moulded birch plywood, painted",https://collections.vam.ac.uk/item/O1426846/,O1426846,Sweden,Caroline Schlyter,,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O1426846.glb,,Sverige,https://framemark.vam.ac.uk/collections/2018KV3944/full/full/0/default.jpg,,,,Postmodernisme,,30.0,1990,53.0,58.0,Stol,1900-talet,0.7627197395179245,0.7495982218594492,0.5089423627514232,5.72584223906939,0.0515423109102396
Chair (James Leonard),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O1428066_bguw.png,1947.0,"Aluminium, Bøk, Kryssfiner",Formpressa trelags bøke-finert kryssfiner og måla støypt aluminium,https://collections.vam.ac.uk/item/O1428066/,O1428066,Stevenage,James Leonard,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O1428066.glb,0.0,,"https://framemark.vam.ac.uk/collections/2024NU0075/full/!800,800/0/default.jpg",,,,Modernisme / Midtjahrhundre,,38.0,1947,39.0,38.0,Stol,1900-talet,0.8122543076693026,0.7591154755326831,0.567041515964234,4.654437805317125,2.1297047168639702
The Red Blue Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O142927_bguw.png,1918.0,"Bøk, Kryssfiner",Painted beech frame and plywood panels,https://collections.vam.ac.uk/item/O142927/,O142927,Holland,"Rietveld, Gerrit",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O142927.glb,0.0,,https://framemark.vam.ac.uk/collections/2006AA6419/full/full/0/default.jpg,,,,Jugend/Art Nouveau,,66.0,1918,83.5,87.0,Stol,1900-talet,0.826349127957822,0.5166925176948305,0.5586371142911515,5.36209714288516,0.2264883904317871
Zig-Zag Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O142934_bguw.png,1934.0,Bøk,Solid beech wood,https://collections.vam.ac.uk/item/O142934/,O142934,Holland,"Rietveld, Gerrit",,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O142934.glb,,Nederland,https://framemark.vam.ac.uk/collections/2014HC8596/full/full/0/default.jpg,,,,Art Deco / Tidleg modernisme,,78.0,1934,76.0,66.0,Stol,1900-talet,0.8207765139553149,0.7977771859808366,0.3865658295540452,5.146310067154421,0.3128794833711989
"Armchair (Singer, Franz)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O143963_bguw.png,1930.0,"Bjørk, Stål, Tekstil","Bjørk, ebonisert og polstra, med støtter i røyrstål",https://collections.vam.ac.uk/item/O143963/,O143963,Germany,"Singer, Franz",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O143963.glb,0.0,Tyskland,"https://framemark.vam.ac.uk/collections/2006BH6000/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,3.6,ca. 1930,3.6,42.3,Armstol,1900-talet,0.8493822086236943,0.7123740829682298,0.6752487248243008,4.622003656511831,3.0849004368453894
"Chair (Dieckmann, Erich)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144029_bguw.png,1926.0,"Eik, Rotting",Eik med flettverk,https://collections.vam.ac.uk/item/O144029/,O144029,Germany,"Dieckmann, Erich",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144029.glb,0.0,Tyskland,https://framemark.vam.ac.uk/collections/2006AU9588/full/full/0/default.jpg,,,,Art Deco / Tidleg modernisme,,44.0,ca. 1926,51.2,45.0,Stol,1900-talet,0.7979045586774758,0.7401789685578833,0.5172766674050738,5.913687732498654,0.0209448413947024
"Armchair (Dieckmann, Erich)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144030_bguw.png,1926.0,"Eik, Lær",Eik med lærtrekk,https://collections.vam.ac.uk/item/O144030/,O144030,Germany,"Dieckmann, Erich",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144030.glb,0.0,Tyskland,"https://framemark.vam.ac.uk/collections/2006BH6015/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,Polstring,54.0,ca. 1926,54.0,78.0,Armstol,1900-talet,0.8243874169075858,0.8439910208614627,0.642949863704549,4.622334613290656,3.063093972995111
"Armchair (Heal, Ambrose (Sir))",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144038_bguw.png,1922.0,Nøttetre,Engelsk valnøtt,https://collections.vam.ac.uk/item/O144038/,O144038,London,"Heal, Ambrose (Sir)",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144038.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006BH6011/full/full/0/default.jpg,,,,Art Deco / Tidleg modernisme,,58.5,ca. 1922,53.0,102.0,Armstol,1900-talet,0.8153243532581893,0.7173657310431601,0.495220467399493,5.2142596941586365,0.2346641990921929
'Aeo' Chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144039_bguw.png,1975.0,"Lerret, Polyuretan, Stål","Lakkert stålramme, polyuretanskum og fiberfyll trukket med lerret",https://collections.vam.ac.uk/item/O144039/,O144039,Milan,Archizoom,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144039.glb,0.0,Italia,https://framemark.vam.ac.uk/collections/2008BT7454/full/full/0/default.jpg,,,,Postmodernisme,"Lakkering, Polstring",84.0,1975,73.0,105.0,Stol,1900-talet,0.8636582636196894,0.6111956129111252,0.5784922685569724,5.254224152990783,0.3494776973421046
Oak bench,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144052_bguw.png,1979.0,Eik,English oak,https://collections.vam.ac.uk/item/O144052/,O144052,Great Britain,"La Trobe Bateman, Richard",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144052.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2008BT7475/full/!800,800/0/default.jpg",,,,Postmodernisme,,142.0,1979,40.2,46.5,Benkestol,1900-talet,0.7331424367841702,0.8648141907687275,0.1826239021150858,4.597919399715599,0.7045207532799275
Supporto,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144053_bguw.png,1976.0,Metall,Chickenwire seat and back,https://collections.vam.ac.uk/item/O144053/,O144053,Great Britain,"Scott, Fred",1979.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144053.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2008BT7437/full/full/0/default.jpg,,,,Postmodernisme,,40.0,1976-1979,0.0,0.0,Stol,1900-talet,0.8269661820779073,0.4563422908709126,0.4319916695473323,4.691411137714561,1.0855532568235349
Supporto,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144055_bguw.png,1976.0,Lær,"Lærpolstring, svingbase og trinser",https://collections.vam.ac.uk/item/O144055/,O144055,Great Britain,"Scott, Fred",1979.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144055.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006AX5787/full/!800,800/0/default.jpg",,,,Postmodernisme,,0.0,1976-1979,0.0,0.0,Stol,1900-talet,0.767250126253269,0.5263782353982132,0.5168581074770902,4.664766491563589,1.9553048333298972
Supporto,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144056_bguw.png,1979.0,"Aluminium, Polyuretan, Stål","Steel, aluminium, polyurathane",https://collections.vam.ac.uk/item/O144056/,O144056,Great Britain,"Scott, Fred",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144056.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006AX5781/full/full/0/default.jpg,,,,Postmodernisme,,60.5,1979,49.0,58.5,Stol,1900-talet,0.8303415338202127,0.5944158603435743,0.3992998343959508,5.732893627190521,0.03122800298124
Verde 700,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144058_bguw.png,1979.0,"Bjørk, Stål, Tekstil","Ramme av stålrøyr, metallfjører, beslag av metall og plast, laminert bjørk og polstring",https://collections.vam.ac.uk/item/O144058/,O144058,Helsinki,"Heikkila, Simo",1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144058.glb,0.0,Finland,"https://framemark.vam.ac.uk/collections/2006AT9576/full/!800,800/0/default.jpg",,,,Postmodernisme,,55.2,1979-1980,64.5,50.0,Stol,1900-talet,0.8179321979332105,0.6162127480665405,0.3636648483201803,4.677192498172128,1.0353748456468108
"Chair (Eames, Charles)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144065_bguw.png,1945.0,"Bjørk, Gummi, Kryssfiner, Stål","Bøygd stålstong, formpressa bjørkekryssfiner og gummidemperfeste. Setet i stolen er laga av to kryssfinerplater, kvar med tre finerlag. Ryggen i stolen er laga av éi plate, med fem finerlag.",https://collections.vam.ac.uk/item/O144065/,O144065,California,"Eames, Charles",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144065.glb,0.0,,https://framemark.vam.ac.uk/collections/2006BF5942/full/full/0/default.jpg,,,,Midtjahrhundre modernisme,,52.0,1945,53.3,75.3,Stol,1900-talet,0.8406808757739888,0.5728502666511984,0.6278707565393834,5.516179356746877,0.1079608443968657
Windsor style chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144081_bguw.png,1956.0,Nøttetre,Walnut,https://collections.vam.ac.uk/item/O144081/,O144081,America,"Nakashima, George",,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144081.glb,,,https://framemark.vam.ac.uk/collections/2006BH6021/full/full/0/default.jpg,,,,Modernisme / Midtjahrhundre,,77.8,1956,73.5,33.0,Stol,1900-talet,0.8398038975941017,0.5018234329945398,0.584965011300664,6.231130860658685,0.0115855114377275
Mae West Lips sofa,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O1441053_bguw.png,1938.0,"Polyuretan, Tekstil, Tre, Ull","[AI] Polstret trekonstruksjon med formstøpt polyuretan, trukket med rød ull og dekorert med sorte tekstilfrynser.",https://collections.vam.ac.uk/item/O1441053/,O1441053,London,Salvador Dalí,1938.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O1441053.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2018KX3591/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,202.0,1938,92.0,79.0,Stol,1900-talet,0.8118038532079692,0.502907693823498,0.3832455318838081,4.747571745882543,0.7575468298647725
Torso Sofa,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144113_bguw.png,1982.0,"Polyester, Polyuretan, Sadelgjord, Stål","Steel frame, webbing, polyurethane foam and polyester upholstery",https://collections.vam.ac.uk/item/O144113/,O144113,Milan,"Deganello, Paolo",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144113.glb,0.0,Italia,"https://framemark.vam.ac.uk/collections/2008BT7472/full/!800,800/0/default.jpg",,,,Postmodernisme,,159.0,1982,96.0,44.0,Stol,1900-talet,0.8350516068896922,0.6539622149443302,0.4622404506940318,4.653673301506013,1.8174053125963257
"Desk chair (Joel, Betty)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144122_bguw.png,1929.0,"Eik, Tekstil",Queensland silky oak and upholstered seat,https://collections.vam.ac.uk/item/O144122/,O144122,London,"Joel, Betty",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144122.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006BF4478/full/full/0/default.jpg,,,,Art Deco / Tidleg modernisme,,0.0,1929,0.0,0.0,Stol,1900-talet,0.8283296207862324,0.5986713168543851,0.366730213869284,4.633901073107249,1.301592088689465
Haarlem chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144138_bguw.png,1983.0,"Ask, Tekstil","Ash, upholstered",https://collections.vam.ac.uk/item/O144138/,O144138,Derbyshire,"Carter, Ronald",,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144138.glb,,,https://framemark.vam.ac.uk/collections/2006BH6018/full/full/0/default.jpg,,,,Postmodernisme,,49.0,1983,56.0,46.0,Stol,1900-talet,0.7934858103735919,0.6179011162258273,0.4937981453399374,5.8884091363282005,0.0189100608179462
Veranda,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144139_bguw.png,1983.0,"Polyamid, Stål, Ull","Tubular steel frame, wool and nylon upholstery",https://collections.vam.ac.uk/item/O144139/,O144139,Italy,"Magistretti, Vico",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144139.glb,0.0,Italia,"https://framemark.vam.ac.uk/collections/2008BT7469/full/!800,800/0/default.jpg",,,,Postmodernisme,,17.0,1983,87.0,110.0,Stol,1900-talet,0.7608638429253357,0.6795374330799631,0.3856455447211303,4.6828789944762885,1.4304141438030122
'Shell' chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144155_bguw.png,1948.0,"Bøk, Finer, Kryssfiner, Teak","Teak finer over kryssfiner (sete og rygg), bøk (ramme)",https://collections.vam.ac.uk/item/O144155/,O144155,Copenhagen,"Wegner, Hans",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144155.glb,0.0,Danmark,https://framemark.vam.ac.uk/collections/2006BF5418/full/full/0/default.jpg,,,,Skandinavisk modernisme,"Finering, Laminering",73.0,ca. 1948,63.0,38.0,Stol,1900-talet,0.8675911609380327,0.6200947103251099,0.7277285906459754,6.134709099611224,0.0267933816482326
LCW,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144157_bguw.png,1945.0,"Bjørk, Kryssfiner",Compression-moulded birch plywood,https://collections.vam.ac.uk/item/O144157/,O144157,California,"Eames, Charles",1946.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144157.glb,,Anna,https://framemark.vam.ac.uk/collections/2016JC1422/full/full/0/default.jpg,,,,Midtjahrhundre modernisme,,56.0,1945-1946,61.0,39.0,Stol,1900-talet,0.8498572042142775,0.6302392676402448,0.7143261229508365,6.095100178645847,0.0230985568242036
Barrel back armchair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144159_bguw.png,1983.0,Tre,lacquered bentwood,https://collections.vam.ac.uk/item/O144159/,O144159,America,"Meier, Richard",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144159.glb,0.0,,https://framemark.vam.ac.uk/collections/2006BF3527/full/full/0/default.jpg,,,,Postmodernisme,,54.0,1983,51.0,71.0,Armstol,1900-talet,0.8410752239631765,0.8605527937428349,0.6456561915014982,5.538384641777941,0.1813374921602298
"Armchair (Paul, Bruno)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144277_bguw.png,1905.0,"Bøk, Eik, Perlemor, Silke","Bøkeramme med satintrefiner, innlagt med eik og perlemor i midten, med original polstring i råsilke",https://collections.vam.ac.uk/item/O144277/,O144277,Munich,"Paul, Bruno",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144277.glb,0.0,Tyskland,https://framemark.vam.ac.uk/collections/2006BF3321/full/full/0/default.jpg,,,,Jugend/Art Nouveau,,0.0,1905,0.0,100.0,Armstol,1900-talet,0.7840821174553186,0.7657145845141159,0.4990641516190336,5.224864867223923,0.222245873647816
Armchair (Unknown),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144283_bguw.png,1900.0,"Bøk, Eik, Furu","Beisa bøk, furu og eik",https://collections.vam.ac.uk/item/O144283/,O144283,Germany,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144283.glb,0.0,Tyskland,https://framemark.vam.ac.uk/collections/2008BT7447/full/full/0/default.jpg,,,,Jugend/Art Nouveau,,58.5,ca. 1900,70.5,44.0,Armstol,1900-talet,0.8680866120747701,0.7831300825611276,0.6688598894296665,5.953159998694041,0.0383253465395606
Chair No. 300,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O144286_bguw.png,1948.0,"Jern, Kryssfiner","Bent tubular iron, lacquered plywood",https://collections.vam.ac.uk/item/O144286/,O144286,Nancy,"Prouvé, Jean",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O144286.glb,0.0,,https://framemark.vam.ac.uk/collections/2006BD0048/full/full/0/default.jpg,,,,Modernisme / Midtjahrhundre,,41.0,1948,47.0,47.5,Stol,1900-talet,0.8051059072070184,0.7225983539219573,0.516192124410364,5.882266705536325,0.0232046865997115
